date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name
5/28/2015,global,94,1919317,4S7YHmlWwfwArgd8LfSPud,['A$AP Rocky'],"['hip hop', 'east coast hip hop', 'rap']",238306,TRUE,L$D
8/1/2019,bg,6,19432,5wcPNdRpptulbKgLljGjMh,['Galena'],"['chalga', 'bulgarian pop']",209666,FALSE,Panika
3/25/2021,dk,23,241132,3ZQEA3yfMMVcZYHtjYc1S4,"['Benny Jamz', 'Gilli', 'KESI', 'B.O.C']","['danish pop', 'danish hip hop']",193054,FALSE,B.O. Bop
9/6/2018,se,94,194700,7F7X6W8dDig3rOPjtrZ6vQ,['SAMI'],"['swedish trap pop', 'swedish hip hop']",215408,FALSE,När ingen ser
5/13/2021,it,113,423689,4BDtKjeayKW9XoNTU55bZt,"['Gemitaiz', 'Carl Brave']","['italian adult pop', 'italian pop', 'rome indie', 'rap napoletano', 'italian indie pop', 'italian hip hop']",149123,TRUE,LA PROSSIMA VOLTA (64 Bars)
7/21/2022,id,84,541929,3TFdXrYIubXABQh0CxIiSs,['Soegi Bornean'],"['indonesian folk', 'semarang indie', 'indonesian pop']",254862,FALSE,Asmalibrasi
4/4/2019,th,102,37727,2C1AxwAqW3adYbw9FzCbuS,['Clash'],"['thai rock', 'thai pop', 'thai folk rock']",184636,FALSE,Lonely
2/9/2023,es,110,515761,5Fh9fyHRnSwKLo4asG6fEX,"['Maluma', 'Marc Anthony']","['latin pop', 'salsa', 'reggaeton', 'tropical', 'reggaeton colombiano', 'modern salsa', 'urbano latino']",267016,FALSE,La Fórmula
8/31/2017,de,44,854292,4ZvS3wPyuNaiHefG9bJsBX,"['RAF Camora', 'Gentleman']","['cologne hip hop', 'german hip hop', 'reggae fusion', 'german reggae']",243373,TRUE,Roots
10/27/2022,nl,117,201265,1QzzCEcKxcELzdJcHpinQ6,"['Bente', 'MEAU']",['dutch pop'],210762,FALSE,Als Geen Ander
7/23/2015,es,245,12296,5aGeQVoI3u3k2SArUNuIVq,['Prince Royce'],"['latin pop', 'bachata', 'latin hip hop']",221653,FALSE,Handcuffs
2/25/2021,fi,63,80086,3kgCFtpgKWjkKmdsPwzwga,"['ANI', 'MELO', 'william']","['finnish trap', 'finnish hip hop', 'finnish dance pop', 'finnish pop']",193167,FALSE,"Mul on kaikki (feat. william, MELO)"
4/26/2018,gb,95,606899,06MgGAD2MaQXM30tce3BbR,"['Nines', 'RAY BLK', 'Skrapz']","['grime', 'uk hip hop', 'alternative r&b', 'electra', 'uk contemporary r&b']",188813,TRUE,Rubber Bands
2/23/2023,pk,185,23509,0eIlgQO1rZur1ymSfcVzPO,"['Talha Anjum', 'Umair']","['pakistani hip hop', 'desi hip hop', 'hindi hip hop']",162909,TRUE,Kaam Pura
5/31/2018,fr,189,175349,3TxR2kZ4AogIvzsp2gHNB1,"[""Jok'air""]","['french hip hop', 'francoton', 'rap calme', 'pop urbaine']",173693,TRUE,Aquarium
3/9/2023,fi,87,83111,3LB4pvaSy4SrriTMmnfqEn,['Korelon'],['finnish hip hop'],169734,FALSE,Loverboy
3/17/2016,global,190,1787766,1ixphys4A3NEXp6MDScfih,['Dua Lipa'],"['dance pop', 'uk pop', 'pop']",202914,FALSE,Be the One
7/25/2019,de,150,522701,5DxaAzPRcPW6Cz7CTNVSat,"['Milonair', 'Gzuz']","['deep german hip hop', 'german underground rap', 'german hip hop', 'hamburg hip hop']",211000,TRUE,KEINE GROSSE SACHE
5/27/2021,es,151,327735,4fzD055EHKfFzbIkfIF89x,"['Amenazzy', 'Jay Wheeler']","['reggaeton', 'reggaeton flow', 'trap latino', 'latin hip hop', 'dominican pop', 'rap dominicano']",200000,TRUE,Salió
12/16/2021,kr,167,11445,5HphhcOuLFWBj9IghbrKJB,"['Pink Sweat$', '6LACK']","['hip hop', 'r&b', 'pop', 'rap', 'bedroom soul', 'chill r&b', 'atl hip hop', 'melodic rap', 'trap']",184242,FALSE,Midnight River (feat. 6LACK)
3/29/2018,fi,64,111414,1Qe9GhMp9BvntmBlcSBkp3,['Vesta'],['finnish pop'],171126,FALSE,Ei tunteilla
11/2/2017,br,180,337845,2cwFhwT6L2D4Olc25nhyZo,['Felipe Araújo'],"['sertanejo', 'sertanejo universitario', 'arrocha', 'sertanejo pop']",188309,FALSE,Amor Da Sua Cama
7/21/2016,do,51,13336,0YwxZXiwZDJbWhfQJMIn8u,"['Mueka', 'Cosculluela']","['reggaeton flow', 'latin hip hop', 'reggaeton', 'trap latino']",248186,TRUE,DM
4/25/2019,de,60,891522,0LA5AHhpC6tYKUiu7HX9uS,"['KC Rebell', 'Ufo361']","['german drill', 'german hip hop', 'deep german hip hop', 'german cloud rap']",183796,FALSE,Kolibri
11/18/2021,no,53,143524,1jfnMuuwGBxZtaaMSdDF9n,"['Matoma', 'sadHAPPY']","['edm', 'norwegian pop', 'tropical house', 'electropop', 'pop', 'dance pop', 'pop edm', 'electro house', 'pop dance']",208551,FALSE,Beautiful Wave
7/22/2021,co,155,93074,59oiL6uvsww8qQI3BYfdfC,['Morat'],['colombian pop'],192299,FALSE,Primeras Veces
3/3/2022,gb,94,505938,1VSngtLdJhrlfHkLxTyOXK,['Florence + The Machine'],"['baroque pop', 'uk alternative pop', 'pop']",280130,FALSE,King
11/18/2021,de,7,2193095,3y8BOdCyXS6xlJq75lBDKw,['Shirin David'],"['german hip hop', 'frauenrap', 'german pop']",177813,TRUE,Schlechtes Vorbild
3/26/2020,my,178,43958,4mQMvcRtQou5yI8mjuJ1lf,['Jackson Wang'],['k-pop'],168626,FALSE,100 Ways
12/16/2021,cz,183,40335,57zYYeJ8Y5kfiOYJEczP6e,['Smack'],"['czech hip hop', 'czsk hip hop']",262129,TRUE,Legendary
11/12/2015,mx,121,163501,5O8KgU7bOUJAl39ncNNNn7,['Banda MS de Sergio Lizárraga'],"['banda', 'musica mexicana', 'norteno']",192973,FALSE,Solo Con Verte
3/24/2022,gb,154,421750,6pTg4H8juKV9iSzrcVUbM3,"['Dizzee Rascal', 'Calvin Harris', 'Chrom3']","['pop rap', 'bassline', 'pop', 'uk dance', 'grime', 'edm', 'electro house', 'house', 'progressive house', 'dance pop', 'instrumental grime']",204093,FALSE,Dance Wiv Me - Radio Edit
9/7/2017,cz,121,11637,43nTSCqFZJTaBSsWCLJfx3,['Viktor Sheen'],"['czech hip hop', 'czsk hip hop', 'czech drill']",197702,TRUE,Nescafé
8/5/2021,do,17,62969,72LVZma2Bd7Y6imwoSecR6,"['El Alfa', 'Anitta', 'Busta Rhymes', 'CJ', 'El Cherry Scom', 'Wisin']","['east coast hip hop', 'hardcore hip hop', 'pop nacional', 'hip hop', 'hip pop', 'latin hip hop', 'dembow', 'pagode baiano', 'funk carioca', 'dominican pop', 'reggaeton', 'rap dominicano', 'funk pop', 'trap latino', 'rap', 'pop rap', 'pop', 'nyc rap']",258923,FALSE,La Mamá de la Mamá (Remix)
9/26/2019,lu,49,5327,2ZLV308uvp6Q6aYzwIVulQ,['Surf'],['vapor trap'],199459,TRUE,Better Days
5/11/2014,hn,18,1848,7bhjwvFCEaxr5vgTlwfdS6,['Cosmos Insania'],[],139000,FALSE,5
4/1/2021,ee,118,5740,2TLRHyEO1rirnrc0Wp8Cst,['Heleza'],"['eurovision', 'estonian pop']",192915,FALSE,Hingan sind
2/22/2015,global,143,1493129,3Aq239Knwwj5R1hlWSAonV,['Skylar Grey'],"['viral pop', 'piano rock']",298880,FALSE,"I Know You - From The ""Fifty Shades Of Grey"" Soundtrack"
4/28/2013,fi,38,41133,3YEbExwXg71zlf3R3ZVmZD,['Jontte Valosaari'],"['finnish hip hop', 'finnish dance pop', 'finnish pop']",191611,FALSE,Haastaja
5/7/2015,tw,168,4176,0AoLF8kZSDuMz032j4ZnC0,['Queen Wei'],"['taiwan pop', 'mandopop']",280000,FALSE,聽見下雨的聲音
9/29/2013,global,33,1353755,7ueP5u2qkdZbIPN2YA6LR0,['AWOLNATION'],"['modern alternative rock', 'la indie', 'modern rock', 'rock', 'stomp pop']",259093,FALSE,Sail
11/29/2018,jp,151,49238,6DzhwzfaWxPd3T2ELBw4ZC,['THE YELLOW MONKEY'],"['j-poprock', 'j-pop', 'j-rock']",224280,FALSE,天道虫
9/3/2015,nz,156,14964,3vWtNiug49addenxdTmDXf,['Tyga'],"['dance pop', 'southern hip hop', 'rap', 'pop rap', 'hip hop', 'trap']",224001,TRUE,Stimulated
4/21/2016,gb,138,228261,22UDw8rSfLbUsaAGTXQ4Z8,"['Estelle', 'Kanye West']","['neo soul', 'r&b', 'chicago rap', 'rap']",284733,TRUE,American Boy
7/19/2018,ar,134,151796,1UN5tnFYauSOF1X8aDjEo2,['Wanakin'],"['argentine hip hop', 'trap argentino']",201352,FALSE,Alas
9/26/2019,ar,195,181690,40fOB5r0wfKzcKZU0SkrAI,['Fer Palacio'],"['pop argentino', 'cumbia pop', 'previa', 'rkt']",142303,FALSE,La Playax
1/14/2021,us,87,2245714,6f40eqAkAtDKodipTfThZc,['Morgan Wallen'],"['contemporary country', 'country']",162666,FALSE,Blame It On Me
3/16/2023,lt,5,47162,7CA64sreJrxXDrbkIMi8ge,"['Jessica Shy', 'Elayork']",['lithuanian pop'],141900,FALSE,Pasaka
12/23/2021,in,85,644759,6Pxq8WosWicxmEqp9BFZ2s,"['Diljit Dosanjh', 'Nimrat Khaira']","['filmi', 'modern bollywood', 'desi pop', 'punjabi pop']",188000,FALSE,What Ve
6/30/2016,fr,165,75818,57wbOuofBE6Cb3mMPuQ24i,['RÆVE'],"['tropical house', 'deep tropical house']",336774,FALSE,The Sweetest Sin
4/15/2021,fi,80,63891,55t3Aj67mQ1w6NfdVwez7t,['Jukka Poika'],"['finnish dance pop', 'finnish hip hop', 'suomi rock', 'finnish reggae', 'finnish pop']",191978,FALSE,Paratiisilintu
3/12/2020,es,119,360977,0w9nGGC4dZnymAuoZBm6AI,"['Juancho Marqués', 'Natos y Waor', 'InnerCut']","['urbano espanol', 'rap underground espanol', 'spanish hip hop', 'rap espanol']",192500,FALSE,London
11/12/2020,pl,155,136379,13Us7ySlRQ7Q4Q7Wj12GTK,['sanah'],['polish pop'],182489,FALSE,Pora roku zła
7/11/2019,pl,113,118939,0vPVqOKo8LWVganQgBZS5y,['Mata'],"['polish trap', 'polish hip hop']",235773,FALSE,Schodki
12/15/2022,de,144,605558,4L6g8Uu6wqwQenDbuKiogK,"['Capo', 'Bausa']",['german hip hop'],151092,FALSE,DOPPELLEBEN (feat. Bausa)
6/9/2013,pl,30,14620,45Nop0DEW05P50lWsc91Ic,['Dawid Podsiadło'],"['polish pop', 'talent show']",248146,FALSE,No
7/14/2022,br,19,3046483,7HdWqZjUmIHK5B8zwPCRds,"['Leo Santana', 'Mc Don Juan', 'Mari Fernandez']","['arrocha', 'funk carioca', 'axe', 'pagode', 'pop nacional', 'batidao romantico', 'funk paulista', 'arrochadeira', 'pagode baiano', 'funk ostentacao']",171409,FALSE,Áudio Que Te Entrega - Faixa Bônus
4/23/2020,hk,93,27334,4jkq7kB3sdFiHiFuzAb7rE,['Sparksi'],[],208370,FALSE,Ki Me Pa
1/26/2023,lt,64,18000,6nuXB67lyPip9QahGEWPV5,['Gabrielius Vagelis'],['lithuanian pop'],180080,FALSE,Šauksmas
12/29/2022,ve,161,22138,2Ukch5IwVR9oyw5TXnXCTA,['Guaco'],"['gaita zuliana', 'classic venezuelan pop', 'tropical', 'pop reggaeton', 'salsa venezolana']",159133,FALSE,Maria la Bollera
8/20/2020,dk,67,119506,1APmbEJSfXChEaAYxhqKRu,['Carmon'],"['danish pop', 'danish hip hop']",156886,TRUE,Blå Blink
9/22/2022,se,31,346451,5TFJLlEljmmlxS3s58oQN8,['Newkid'],"['swedish idol pop', 'swedish pop']",234603,FALSE,Stå med mig i regnet - Spotify Studio It's Hits Recording
12/9/2021,nl,78,368908,4qjhjj8fTagl0AuYttpei3,['JoeyAK'],"['dutch hip hop', 'dutch rap pop']",168979,TRUE,Zo Geleefd
7/25/2019,cr,158,21370,5KtawtEzKNiploh4Xh99KQ,['GIMARIO'],['pop costarricense'],220000,FALSE,Tomando
7/25/2019,eg,2,32108,4I572oJh5QPVNo189sXzel,"['Saad Lamjarred', 'Mohamed Ramadan']","['mahraganat', 'shaabi', 'rif', 'moroccan pop', 'arab pop', 'egyptian pop']",236151,FALSE,انساي
5/28/2020,global,78,6977305,0BwO44CBPFWxAIO5ZbPf3N,['Bonez MC'],"['hamburg hip hop', 'german hip hop']",149028,FALSE,Roadrunner
2/17/2022,fi,54,77072,56suLP4UEWhR0bIKS75uMF,['Roope Salminen'],['finnish pop'],178766,FALSE,Sä teit musta mut
6/21/2018,pe,191,44528,2Ms33RTRCT6gArrpcrPxmo,['Robbie Williams'],"['dance rock', 'europop', 'dance pop']",263866,FALSE,Feel
1/26/2023,mx,133,1315299,17js0w8GTkTUFGFM6PYvBd,"['Fuerza Regida', 'Peso Pluma']","['sad sierreno', 'corridos tumbados', 'corrido', 'nueva musica mexicana', 'sierreno']",166821,TRUE,Igualito a Mi Apá
2/25/2021,no,13,432457,6rAGFY9D3ah6Lb7fUgbNNH,"['Alan Walker', 'salem ilese']","['modern indie pop', 'electro house']",168118,FALSE,Fake A Smile
1/12/2023,fi,59,90884,5RAGhODbBUgE7cB3uVMzKq,['Sexmane'],['finnish hip hop'],138415,FALSE,Wow
1/13/2022,fi,8,183664,3XWTJgRk4FfgiRnGXwdCt3,['Erin'],"['suomi rock', 'iskelma', 'finnish dance pop', 'finnish pop']",176388,FALSE,Anna mun rakastaa
7/12/2018,mt,101,3385,05xxKowy1irhzNeodiDrJ4,['Emma Muscat'],"['italian adult pop', 'italian pop']",204925,FALSE,Dead Man Walking
10/13/2016,ca,190,81927,6ekV6MGnPTuCOnjB4VcWGc,['Jazz Cartier'],"['canadian trap', 'indie pop rap', 'underground hip hop', 'canadian hip hop', 'trap soul', 'toronto rap']",194946,TRUE,Dead Or Alive
4/4/2019,global,37,13167012,6X29iaaazwho3ab7GNue5r,['Billie Eilish'],"['art pop', 'pop', 'electropop']",173201,FALSE,8
6/3/2021,dk,3,645685,7f3FPKXzk0fG84G3aY5jM2,"['Benny Jamz', 'Gilli', 'KESI', 'B.O.C']","['danish pop', 'danish hip hop']",183808,FALSE,Hajde
12/5/2019,nl,180,195734,6xvlp2TqNzFcENgG7zoNa3,"['Sevn Alias', 'AG BLAXX']","['antilliaanse rap', 'dutch rap pop', 'dutch hip hop']",157040,TRUE,G FASA
10/13/2022,ua,63,46941,05ib88vsMeLfwlAfrZyz99,['Stray Kids'],"['k-pop', 'k-pop boy group']",216120,FALSE,"TASTE (Lee Know, Hyunjin, Felix)"
8/9/2018,pl,89,105894,7KYbFAh1V93H0NWkFNAWTa,"['Miyo', 'Young Igi']","['polish pop', 'polish trap', 'polish hip hop']",185744,FALSE,Cały Świat
11/25/2021,ro,136,20518,0mWlsAri2OplPxZx7xHGYb,"['MIRA', 'Mario Fresh']",['romanian pop'],212631,FALSE,Deziubește-mă
5/10/2018,se,52,340866,5b0eYISNNtdkIhxQiDYFMn,['Joakim Lundell'],['swedish pop'],211183,TRUE,All Falls Down
11/23/2014,is,114,1430,5ufPPFIbkkjLCGNI98RNeN,['AmabAdamA'],"['classic icelandic pop', 'icelandic pop']",245733,FALSE,Það sem þú gefur
3/1/2018,tw,185,17627,5fc9bh97TSqSK9SlFf5fUS,['Nicholas Teo'],"['malaysian mandopop', 'mandopop']",271506,FALSE,寂寞边界
5/27/2021,sa,159,16231,2z8CpXdUCwzoWVSmvaVDIY,['غريب ال مخلص'],"['khaliji', 'sheilat']",275983,FALSE,خيبه
11/1/2018,mx,77,608487,3SvbcJH2seu1zs0PMjPS6F,['Morat'],"['colombian pop', 'latin pop']",234656,FALSE,Otras Se Pierden
3/4/2021,it,77,482337,0WqVAPT8FENj7AUyO2nAJ0,"['Emis Killa', 'Jake La Furia']","['italian pop', 'italian hip hop']",147567,TRUE,Ok Così
9/15/2016,pt,188,10245,0z6df5DhcRIwnGisVNpwDG,"['Master Jake', 'Ozono']","['kizomba', 'musica angolana', 'kizomba antigas']",275217,FALSE,O Tal Amigo (feat. Ozono)
12/13/2018,us,119,2357980,5Ta1sXtO9tXOaUacYm7tH8,"['Gucci Mane', 'Quavo']","['pop rap', 'atl hip hop', 'trap', 'hip hop', 'dirty south rap', 'southern hip hop', 'rap', 'melodic rap', 'gangster rap']",214610,TRUE,BiPolar (feat. Quavo)
9/1/2016,global,153,2476500,5fo4LbJ8lOaB54wcM5wPMv,['Terror Jr'],"['pop', 'indie poptimism', 'indie electropop', 'alt z', 'metropopolis', 'electropop']",171844,TRUE,Come First
5/19/2016,hk,187,9392,3eugNE3gCkZL4DXU9nKeB2,['Gin Lee'],"['cantopop', 'malaysian mandopop', 'c-pop']",283906,FALSE,月球下的人
9/20/2018,fr,72,402437,2sjJrFhDT0oP3fyCocTVyX,"['MHD', 'Dadju']","['french hip hop', 'francoton', 'pop urbaine', 'french pop']",245713,FALSE,Bébé
3/17/2022,ru,181,116674,0mFPYrKpJbuRo0KOFrWVkT,"['КИССКОЛД', 'Dневник Dжессики']",[],176776,FALSE,Когда ты улыбаешься - Dневник Dжессики Remix
3/15/2018,il,40,5114,6q3lIXS1BNXS6W0lmmyIYH,['Dikla'],['israeli pop'],211160,FALSE,אתי
5/5/2016,fi,49,193341,1z0ereQI7jyUE13QCs6CSy,['Reino Nordin'],"['finnish hip hop', 'finnish pop', 'finnish dance pop', 'iskelma']",208456,FALSE,Kato mua silmiin
8/16/2018,at,95,36217,0c3NUV0QqXMRD8ldso8rnc,['Dirty Zblu'],['gaming dubstep'],171966,FALSE,Demons
7/16/2020,tw,106,66570,3xpDvghaf6ZqV3suhMFhPT,['瘦子E.SO'],"['taiwan hip hop', 'chinese r&b', 'mandopop']",157699,FALSE,So Good To Me
5/28/2015,fi,102,34989,4tMLVnFlnG2n7riH7ZYgAF,['Evelina'],"['finnish hip hop', 'finnish dance pop', 'finnish pop']",229613,FALSE,Vuoristorataa
1/23/2020,ro,119,18671,2DMoserjkrwF5I4lq84bzH,['Abi'],['romanian trap'],145947,TRUE,Rolex
9/22/2016,cl,186,57091,0mErnrwJUNEMq6X5bu2I0u,['Noche de Brujas'],['cumbia chilena'],208050,FALSE,Deberia odiarte
8/26/2021,global,177,5332786,1mSdbey7RstGLY2udgXv74,"['Wizkid', 'Justin Bieber', 'Tems']","['afro r&b', 'pop', 'afro dancehall', 'afropop', 'alte', 'canadian pop', 'r&b', 'azonto', 'nigerian pop', 'nigerian hip hop']",263288,FALSE,Essence (feat. Justin Bieber & Tems)
8/5/2021,id,128,297741,20BE9EAAuma1el03cT4bH6,['Mido and Falasol'],['korean ost'],216000,FALSE,Superstar
1/12/2023,fi,48,111233,6J7Jq5mLu4CEWGFJCSswto,['Sexmane'],['finnish hip hop'],105262,FALSE,Intro
10/26/2014,au,137,29548,3o8EajNtKTFDnoJIYLiY6w,['The Kite String Tangle'],"['aussietronica', 'australian indie', 'australian pop', 'brisbane indie']",213936,FALSE,Arcadia
6/2/2016,fr,25,299970,7orGVDfgVk9gaYylnP6BXV,['SCH'],"['french hip hop', 'rap marseille', 'pop urbaine']",216426,TRUE,Dix-neuf
3/2/2023,nl,158,195293,6qlsnYLcPkZFxv0t2Koko8,['FAY'],['dutch pop'],160000,FALSE,Dankjewel
7/2/2015,pe,180,6808,3b1IQflSLrgzYQPGFzI9cl,['Juanes'],"['rock en espanol', 'mexican pop', 'tropical', 'latin pop', 'colombian pop']",250693,FALSE,Es Por Ti
5/18/2017,lt,121,3382,1PbsliSdEPxPRqtsrKFzOR,['Artsvik'],['eurovision'],179134,FALSE,Fly With Me
11/3/2022,hk,172,27054,3va16ogbZhWFV1f4jEKS8f,['Kaho Hung'],"['hk-pop', 'cantopop']",279587,FALSE,活誰的命 (電影《正義迴廊》主題曲)
3/15/2018,de,176,273903,73MiQaEo7BoFksf6C7mePM,['18 Karat'],"['deep german hip hop', 'german underground rap', 'german hip hop']",153440,TRUE,Intensivtäter
2/23/2014,it,43,35864,00JbznfNVCiSSqLXI7wd5B,['Arisa'],['italian adult pop'],219200,FALSE,Controvento
12/10/2015,it,108,58130,6gWO1eGBEnKdm3SKYyQrhI,['Marco Mengoni'],"['italian pop rock', 'italian pop', 'italian adult pop']",196053,FALSE,Nemmeno un grammo
10/11/2018,tr,3,653875,7fUGWMgLzsVdID1eKoPm3b,"['Anıl Piyancı', 'Ezhel']","['turkish hip hop', 'turkish trap', 'turkce drill', 'turkish trap pop']",254000,TRUE,KAFA10
10/1/2020,ru,199,71768,0oBiGj9sbH1waaPg2kBMJt,['кис-кис'],"['russian pop', 'russian alt pop', 'russian punk']",160163,TRUE,танцуй
1/28/2016,ar,101,70603,2wJ5x9GNxpvSSFaVsfLBPy,['RC BAND'],['cumbia pop'],176509,FALSE,Jamas
5/5/2016,de,128,182651,52lNpIMq9bq4d1rHPw9mlv,"['Seyed', 'Farid Bang', 'Kollegah']","['deep german hip hop', 'german hip hop']",239634,TRUE,Schlangen (feat. Kollegah und Farid Bang)
7/28/2022,global,25,14660632,2bbwjxA68m9PHZFWgF1fze,['Duki'],"['trap latino', 'trap triste', 'argentine hip hop', 'trap argentino']",182610,TRUE,GIVENCHY
12/6/2018,my,117,47585,7oVKKYFeHdQ2e0gStX2X2T,['ZAYN'],"['post-teen pop', 'uk pop', 'pop', 'dance pop']",171133,FALSE,Rainberry
11/23/2014,global,150,1154061,26rdOwwjC2UnweK3xeS58u,"['Flo Rida', 'Sage The Gemini', 'Lookas']","['pop rap', 'southern hip hop', 'pop', 'rap', 'miami hip hop', 'viral rap', 'electro house', 'electronic trap', 'hyphy', 'dance pop', 'bass trap', 'edm']",190185,FALSE,GDFR (feat. Sage the Gemini & Lookas)
3/21/2019,us,189,1523550,1ttPzkTSpQUFcEGx8bjerL,['Roddy Ricch'],"['melodic rap', 'rap', 'trap']",214375,TRUE,Every Season
12/30/2021,za,200,25624,01ETstOIVsDdycQdgVviFf,"['Makhadzi', 'Prince Benza']","['venda pop', 'bolobedu house', 'afro soul']",313495,FALSE,Ma Yellowbone
7/29/2021,sa,171,16965,00LX4aUgpDFG4zZO1H3Lx8,['Yasser Abd El Wahab'],[],239655,FALSE,Kalby Jobarny - Live
12/26/2019,py,198,17231,51LmGYcyw9WRnR2zopCF2C,['Cumbia Juan'],['cumbia paraguaya'],203253,FALSE,Que Loco Amor
7/22/2021,no,194,67738,6rAPIl7E6OuAvScqI5nL9A,['T Section'],"['norwegian trap', 'norwegian pop rap']",178666,TRUE,En Vei
7/15/2021,it,190,268929,7nWpIRx68HMa8Qlo8nBBzn,"['Don Joe', 'Philip', 'Il Ghost']","['trap italiana', 'italian hip hop', 'drill italiana']",152560,TRUE,GIUNGLA (feat. Philip & Il Ghost)
12/31/2020,global,184,5412476,48q0vSHcJdhK3IiXH8C5WJ,['Arctic Monkeys'],"['permanent wave', 'modern rock', 'rock', 'garage rock', 'sheffield indie']",161123,FALSE,Why'd You Only Call Me When You're High?
2/28/2019,in,161,9075,4ye8U0982eHtlhlvePpxtP,['Ritviz'],"['indian edm', 'desi hip hop', 'desi pop', 'hindi indie']",184848,FALSE,Jeet
8/1/2019,nz,71,64442,4zIiarkbaDt2cm6sukb1Xt,['BENEE'],"['nz pop', 'pop', 'alt z']",240946,FALSE,Soaked
12/27/2018,id,178,109381,0VJPPMYUettjCbO9yzdge8,['Seventeen'],['indonesian pop rock'],260866,FALSE,Menemukanmu
6/14/2018,se,34,451814,2yThC5EcMmKY0iCZbw94Ad,"['Ricky Rich', 'ARAM Mafia']",['swedish trap pop'],169054,FALSE,Vinner
6/7/2018,ph,179,154520,0087fDVeNhuyMtST91RMjv,['Silent Sanctuary'],"['pinoy rock', 'opm']",339053,FALSE,Kundiman
11/3/2016,nl,116,170228,5d1kn7grI8ipNG0q5inAZt,['Kensington'],"['dutch pop', 'dutch rock', 'dutch indie rock']",275613,FALSE,Control
4/6/2023,sk,56,32991,7JbwpjVdJbjo0kEPv0eVBL,"['Momo', 'Ysos']","['czech hip hop', 'czsk hip hop']",150418,TRUE,Rare
7/2/2020,id,33,609137,6WjqPoZRuJ2JysneF77RcB,['Pamungkas'],['indonesian singer-songwriter'],279266,FALSE,Deeper
1/28/2021,pl,188,136517,6B6KNSfxZzugmJyQ0IqzIA,['Michał Szczygieł'],['polish pop'],202666,FALSE,Spontan
8/26/2021,cl,76,332567,4lF1ldtLPO4KkXss6TBM5H,"['Drago200', 'Ak4:20']","['reggaeton flow', 'urbano chileno', 'trap latino']",190129,TRUE,PAL '93
1/18/2015,dk,81,68336,6rFTrpdzYCqYuTTHAlf0fS,"['Morten Hampenberg', 'Yepha']","['danish hip hop', 'danish electronic']",203306,FALSE,Vi' Helt Væk - Radio Edit
11/5/2020,gr,25,55553,6XjraZMTuJj4U5jN9GXWbv,"['Fy', 'Mad Clip', 'Lil Barty']","['greek hip hop', 'greek pop', 'greek trap']",254000,TRUE,Metrao Meres
11/17/2016,tr,79,46412,2GSFbSBsfGDfTVb7dDEP9s,['Mithat Can Özer'],[],262236,FALSE,Ateş Böceği
7/26/2018,es,139,237505,3clw56k8jqFaXnwdejV4Yo,"['Becky G', 'French Montana', 'Farruko']","['hip hop', 'trap latino', 'rap', 'pop', 'dance pop', 'rap latina', 'trap', 'gangster rap', 'latin pop', 'reggaeton', 'latin viral pop', 'southern hip hop', 'latin hip hop', 'pop rap']",217652,FALSE,Zooted (feat. French Montana & Farruko)
10/3/2019,de,105,626902,3tcOogpV0V06bXdWowbriy,"['Manuellsen', 'Nura']","['frauenrap', 'german drill', 'german hip hop', 'deep german hip hop', 'german underground rap']",149173,TRUE,Comfort Zone
1/23/2020,de,33,1451743,1VGwS7LKepee1bPPom5Qan,['reezy'],"['german trap', 'german hip hop', 'german r&b']",172266,FALSE,MY LITTLE SUNSHINE
1/26/2023,ua,197,27945,04c3lDFrcmBuZ3r8m1t3yA,['СЕРЕГА ПИРАТ'],"['russian hip hop', 'russian drain']",150502,TRUE,Маша
12/24/2020,se,143,249378,1HbsfQucMgk3TPUZ88B5bQ,['Gustaf & Viktor Norén'],"['dalarna indie', 'swedish pop']",242346,FALSE,I Feel Like Christmas
8/6/2020,de,185,475965,7xKdoR6T7Ar84TqejQaB59,"['KitschKrieg', 'Jan Delay']","['hamburg hip hop', 'german rock', 'german hip hop', 'german pop']",199320,FALSE,17:30 Uhr
3/9/2023,vn,34,228428,2X2mIfNW5ZtLmVgpm9rgUX,['RPT MCK'],"['vietnamese melodic rap', 'vietnamese hip hop', 'vietnamese trap']",154917,TRUE,Show Me Love
7/11/2019,it,22,1967939,741i2EuMZ9JWXEVNEpus8e,"['MACHETE', 'Nitro']","['trap italiana', 'italian hip hop']",89364,TRUE,KEN SHIRO - prod. tha Supreme
6/22/2017,de,148,288119,4qxF5FinJmAoeipd1DLOJ2,"['Nimo', 'Celo', 'Abdi']","['swedish hip hop', 'german hip hop']",261013,TRUE,Hype
4/7/2022,it,41,776676,2szh2UCdEhLQjXLjDG8DQB,"['Luchè', 'Elisa']","['italian pop', 'italian hip hop', 'rap napoletano', 'italian adult pop']",229090,TRUE,D10S (feat. Elisa)
8/15/2019,tr,192,119290,7IjWdj3DDV03RuVGPXIdEw,['No.1'],['turkish hip hop'],195879,FALSE,Çiçeklerde Bir Telaş Var
9/10/2015,py,120,2353,6MLVeSYufTXYqpzsXE0VNE,['Salamandra'],['paraguayan rock'],215666,FALSE,Anillo de Cristal
12/7/2017,th,58,20825,0b9JDLbAgCazIwPSWj6DNL,"['Wonderframe', 'YOUNGOHM']","['thai pop', 'thai trap', 'thai hip hop']",235294,FALSE,อยู่ดีๆก็… (feat. Youngohm)
